Install,Time_stamp,Status,ID,Payment,Game_Name,Level_score,Time_score,PK,BOSS,Gacha,Attack,Mining
2022-04-07,2022-04-17,play,Matthew_775,0,Mine Ground,88.94913808895217,71.32286965645388,37.72141290175784,31.74677855530007,77.0775518718896,38.15118897058078,71.88586000568839
2022-04-29,2022-05-07,play,Anita_839,0,Mine Ground,89.58112054034628,73.5829046721617,32.77585653757356,42.23815985477831,69.72958491112946,36.12183083361355,77.41528074526288
2022-04-22,2022-05-07,play,Bryan_455,0,Mine Ground,84.92098407200577,75.75272336266521,66.77819217982638,63.81471920680042,32.3587029268652,65.53241056400607,65.17968282355137
2022-02-09,2022-02-22,play,Lindsey_705,0,Mine Ground,90.45495253218326,69.70893319835699,32.38383868516724,33.34683843843485,73.52341520476446,36.4024366755434,74.42415626009678
2022-01-31,2022-02-04,play,Leah_359,0,Mine Ground,90.48642190319624,72.9684157939222,77.04786190936032,78.31103647618325,41.43957075935718,13.3135849843334,63.03195782229908
2022-02-25,2022-02-27,play,Thomas_683,0,Mine Ground,93.72857276913112,78.27026580852427,46.39073632609366,24.34676570414653,84.31083104339123,36.195424838610975,74.92285129111208
2022-04-07,2022-04-09,play,Robin_369,0,Mine Ground,78.68505690656008,74.04010892662819,43.18492157327701,35.75524558423257,74.99454223449196,34.103729435089484,79.65160490214765
2022-02-03,2022-02-23,play,Nicole_923,0,Mine Ground,92.19492481776624,78.65416058057663,51.55066028737647,40.02651035510434,74.15453692548428,39.262931588742376,81.47561287847142
2022-03-05,2022-03-16,play,Melanie_215,0,Mine Ground,83.04540594525889,79.37158014510585,39.97820243919256,64.28863337974873,25.032542625533814,74.83354280684782,58.75576383352203
2022-02-07,2022-02-24,play,Amy_785,0,Mine Ground,91.10679559712378,75.1746726177453,48.147955384872255,36.184504680421504,66.24066467310178,42.530477938056215,90.81629154073916
2022-01-12,2022-01-21,play,Billy_139,0,Mine Ground,80.15099892019394,78.49049674165833,82.68421453426237,72.76276111670141,36.03774758970524,25.93790185078457,56.86161906712495
2022-05-10,2022-05-28,play,Tony_472,0,Mine Ground,83.29562209601195,75.16539427711784,68.18991916341427,79.6242384294307,34.858305232192386,19.82061362674955,75.06582403841492
2022-01-06,2022-01-23,play,Levi_013,0,Mine Ground,87.81402047547007,77.16621472336703,31.44153816976239,61.846735650927165,35.21994936416938,81.71864030147208,69.9243285625283
2022-02-03,2022-02-17,play,Abigail_152,0,Mine Ground,85.70820004187884,78.88081390405914,47.66162534520478,29.81012406241242,81.98585540740373,38.4652285816852,83.03170748727413
2022-04-20,2022-05-04,play,Kimberly_262,0,Mine Ground,89.56790605963181,68.84128232991172,55.56910240026872,62.195287152997366,33.886986951311926,81.9437055076955,64.16324540048925
2022-05-08,2022-05-14,play,Timothy_891,0,Mine Ground,87.51132124572017,70.45176132829152,51.86957131115469,31.83264995443481,85.87654156328371,32.92133297068257,81.4655237544202
2022-05-04,2022-05-21,play,Patrick_472,0,Mine Ground,87.67734978698931,74.55509902489561,25.901559987313345,33.56153046087493,68.71198089803525,41.12050354335884,71.461282895669
2022-02-15,2022-02-16,play,Tracy_262,0,Mine Ground,85.01660870036572,77.67277077948314,71.10511017147374,71.16664958535684,27.634739342746325,22.292723406449557,66.2585892156334
2022-04-27,2022-05-08,play,Donald_818,0,Mine Ground,86.01979746318358,77.37116693878464,51.01917311122163,78.54050829566651,33.01557107010568,59.48254097836829,70.2953930264378
2022-04-12,2022-04-17,play,Kimberly_528,0,Mine Ground,83.81268962040305,73.72627710684519,68.44074853691758,84.32932033572291,51.99671600587455,16.708450937749713,67.07407366178336
2022-04-01,2022-04-20,play,Andrea_620,0,Mine Ground,83.64064704887086,73.21893850800085,35.82604960730461,66.9150420646717,44.27341697919511,66.02868784398575,64.6632651331566
2022-03-05,2022-03-06,play,Lauren_405,0,Mine Ground,90.13928584016782,70.80179374228686,54.76799214607558,66.14963803825796,18.335317587497013,80.11283637225637,77.35779360533623
2022-03-09,2022-03-23,play,Regina_727,0,Mine Ground,87.73942121226065,82.27421772665686,31.944295718631263,27.79198037689798,77.25495410369436,29.227003039049205,75.59177120868105
2022-04-11,2022-04-18,play,Sharon_524,0,Mine Ground,85.18724786469438,73.63318575364231,49.60135278267438,73.68973869712504,33.166703687626566,85.05788155160829,50.91281586509756
2022-03-23,2022-04-07,play,Kevin_195,0,Mine Ground,88.11427725850088,76.76285331810399,38.25057617172463,21.829294910684688,66.8060568894597,47.41041792579532,67.89592003304011
2022-03-18,2022-03-24,play,Walter_182,0,Mine Ground,84.19239002905613,74.01921014945457,54.11122478631002,41.00895298854565,82.07535073457898,39.75231329955811,84.07681364372277
2022-03-01,2022-03-10,play,Johnathan_084,0,Mine Ground,82.73284035832205,69.95583238840423,74.51404468475819,79.31184684466807,42.48161065338045,11.65294588657773,62.40042976266293
2022-02-05,2022-02-22,play,Samantha_679,0,Mine Ground,90.42994842721644,69.3301242668828,73.30354023404371,71.0608186131492,42.384644374907296,30.73553553628174,64.05396876236983
2022-04-09,2022-04-17,play,Dana_003,0,Mine Ground,82.35065282516449,72.91488903489771,69.23953445283283,73.01565421346822,31.60416825149298,31.91424944641778,66.01042192720472
2022-03-03,2022-03-23,play,Mary_523,0,Mine Ground,88.10417072657485,73.00018615300016,49.31255246987411,60.80983501491599,33.775507252986095,84.11897160141956,71.96040168766874
2022-01-04,2022-01-10,play,Gregory_372,0,Mine Ground,84.67253882250596,71.1956371897589,35.33548995152669,60.64506353897476,42.69139930351764,70.05171144671837,67.59705929047287
2022-03-02,2022-03-14,play,Darrell_185,0,Mine Ground,86.75273885016732,72.70279678899608,42.25901520043251,33.66872751153963,74.84832643126987,44.39537665843068,68.17956202412088
2022-01-25,2022-02-06,play,Abigail_014,0,Mine Ground,85.62609750488397,70.37265430994648,44.98413741588708,41.05980132721135,62.39618861827518,28.001382527181203,61.509582153461054
2022-01-19,2022-01-28,play,Julie_814,0,Mine Ground,94.29489875883132,77.23002059850285,64.66397955053816,73.74638178373677,33.61668206419228,26.84229579729669,80.6673021504256
2022-04-30,2022-05-19,play,Alexander_868,0,Mine Ground,84.3736645374296,71.23486370704268,32.49209456007314,43.67867199375399,87.37559793101413,22.74377261817701,62.287932501318565
2022-02-07,2022-02-11,play,Jerry_295,0,Mine Ground,80.7946655256065,75.4848133584898,74.32422958264735,65.14809586068745,26.994659332798616,26.925376130369933,69.99637314433676
2022-04-24,2022-05-05,play,Brenda_939,0,Mine Ground,83.73195899049047,74.32127702639573,41.70521431291071,32.38993221951653,71.40436488381032,28.42551099776931,77.05032373266862
2022-02-27,2022-03-04,play,Steven_244,0,Mine Ground,88.11250054119238,72.11646205295192,35.335101077708885,39.3432232614494,63.06948150769996,35.432944202358705,70.06524427899369
2022-02-14,2022-03-04,play,Jessica_550,0,Mine Ground,85.60268899269474,77.82218993583963,40.86831617998665,76.96925419771554,33.929480166179985,77.43230907119761,61.7537100912604
2022-01-21,2022-01-28,play,Tammy_183,0,Mine Ground,85.48258178163734,70.76602342200275,51.019209113575045,66.92971789749737,37.68128270874641,80.53954527168781,64.46550885593987
2022-04-12,2022-04-22,play,Jacob_856,0,Mine Ground,85.15423527677477,70.7097795259152,73.91155757009629,79.00345915210757,28.87546486633313,23.46775094717833,66.00170598871772
2022-04-12,2022-04-18,play,David_247,0,Mine Ground,85.29054530180586,67.69539552756117,51.08212994001526,24.401881928285945,65.21456952099791,29.391984809467186,89.72813722079773
2022-01-01,2022-01-12,play,Jacqueline_040,0,Mine Ground,87.31648357049886,78.22808982726636,63.98822749302108,62.46837120626872,28.97612642982876,74.97048432973001,55.18359606404229
2022-03-04,2022-03-21,play,Sarah_644,0,Mine Ground,85.33208331291947,78.68300106747401,50.038708347622624,43.84833322870844,77.30070168767526,38.52218719800031,79.44887726073183
2022-01-10,2022-01-23,play,Nancy_632,0,Mine Ground,79.46075867721981,74.87350944578823,47.66950511537522,70.91000011278015,31.941856511441543,66.039556919141,72.75230193732341
2022-01-09,2022-01-28,play,Johnathan_078,0,Mine Ground,89.67103997825141,74.37320559576594,39.15445653924354,54.47179490024271,67.45615691363633,33.76234249034659,58.83606981738141
2022-03-21,2022-04-03,play,Jodi_129,0,Mine Ground,87.5308818178918,72.36681569247574,78.50921232218872,80.85947953944381,39.116451283602416,19.48177412233285,71.22698028770515
2022-01-19,2022-02-01,play,Sheena_259,0,Mine Ground,84.80516622195961,77.77267193961589,74.51236267763976,93.72406391999004,40.84174791833789,24.9004694396944,81.27069919076682
2022-04-24,2022-04-28,play,Louis_446,0,Mine Ground,89.96864764383372,71.71811713538881,32.30065094798296,40.99356979951263,74.55604296929893,29.73470168674763,71.38788504536139
2022-01-13,2022-01-22,play,Alan_940,0,Mine Ground,87.88457696244919,70.25274606262757,47.61752075322594,29.88319473224381,70.66361760170257,38.867110634178246,78.2293537293459
2022-02-14,2022-02-27,play,Jerry_113,0,Mine Ground,91.43483027067776,69.41276679860786,39.253814973175245,29.08236759934161,74.7565900868594,36.45713419912916,66.99377569113133
2022-02-04,2022-02-06,play,Kayla_323,0,Mine Ground,89.38834622597075,70.85981728154032,68.98519492293364,82.78760028470884,28.241803424455757,12.072322724660255,72.97403140472056
2022-03-18,2022-03-30,play,Natalie_935,0,Mine Ground,83.59184597451387,78.24830078825855,46.75132352357471,35.98557727613754,87.89968958233726,35.20226985658863,85.53554927988611
2022-04-13,2022-04-20,play,Rachel_639,0,Mine Ground,86.97693226171512,76.64521692350671,41.04308476671115,61.391232279622,36.4504983968808,69.65586281287537,64.84692892398759
2022-03-28,2022-04-01,play,Lee_747,0,Mine Ground,84.14542548679061,72.78036262579288,31.562668673884907,28.08393499616816,86.09077175351085,35.27875930997105,70.57956445833767
2022-04-11,2022-04-25,play,Anna_758,0,Mine Ground,91.8579166140642,72.65128903558265,70.49409810089365,63.68971575234995,44.61266577158875,23.99089610573419,75.21036428803939
2022-03-29,2022-04-05,play,Susan_761,0,Mine Ground,84.68032908556351,72.28383522670518,37.71841572025518,29.58943246492656,73.54801473131505,37.606335030367305,74.07570168718995
2022-03-21,2022-03-22,play,Susan_569,0,Mine Ground,91.15095808243446,66.74094297520548,49.81857916467389,70.60853536610355,40.48097783140197,71.73583293892015,66.90572554290854
2022-01-19,2022-02-02,play,Michael_701,0,Mine Ground,88.37720513003485,71.86656146627382,45.119561388536574,39.15164619457936,86.0273872876268,41.993033929014224,76.03533119727757
2022-01-30,2022-02-01,play,Kathleen_829,0,Mine Ground,84.25465428146065,81.14537832652698,66.01052800082446,76.47378644239556,45.3977554849045,21.07672223546865,67.74797892515606
2022-04-22,2022-05-07,play,Lisa_754,0,Mine Ground,86.59892033843919,72.16895774560331,48.18157321385693,64.2827122474925,19.95662020384836,76.96827779057234,70.50593309440973
2022-04-25,2022-05-11,play,Hector_670,0,Mine Ground,85.51736222326772,75.65759942686128,71.3248298590355,72.08633346769787,33.30129235067813,23.90413144494112,62.93560011010778
2022-02-18,2022-02-28,play,Franklin_013,0,Mine Ground,89.80337633632533,73.87161359129959,67.9713369048193,77.06514783141921,42.220310132635696,28.615734246475448,68.46362122625827
2022-03-10,2022-03-13,purchase,Courtney_067,900,Mine Ground,15.413552813075674,38.607461958015726,29.003297705502096,58.07062744440756,31.938893788686183,58.91700071754232,46.34876457817299
2022-02-07,2022-02-25,purchase,Lindsay_820,4900,Mine Ground,31.93613523606557,30.933153309854507,29.4868400231938,52.36640829437568,35.74508551176547,65.71138919013413,37.30971069482017
2022-05-14,2022-06-03,purchase,Crystal_510,19900,Mine Ground,27.616164968331304,42.981235226825056,34.53039148168306,60.59888495988427,30.4091175005548,67.92008333061474,37.320950856535
2022-01-27,2022-02-09,purchase,Nicholas_749,900,Mine Ground,33.57688606301714,64.80827836488488,60.50466150080932,55.90854788279638,71.71664545222927,34.76649816083462,39.727721906021465
2022-02-24,2022-03-15,purchase,Sydney_511,9900,Mine Ground,29.88725341182786,53.06585008704043,22.4334031484046,36.16369489731612,61.3939553404186,32.245906303740384,46.70524776712068
2022-03-02,2022-03-05,purchase,Jeffrey_195,900,Mine Ground,32.19566126078739,57.72234237334615,57.96793622610632,70.05911131977199,59.00776882167417,29.063732495854204,46.33489387744747
2022-03-15,2022-03-16,purchase,Melissa_342,9900,Mine Ground,14.497813827971084,46.98083547605423,16.056694456980708,43.898297063203344,60.94191254067134,34.64935749196466,42.11179784939618
2022-02-10,2022-02-15,purchase,Kim_462,19900,Mine Ground,23.8745032485733,42.43238757863452,37.98517736873962,55.25067895357366,25.41870292521393,62.51977199616295,46.83169452977884
2022-02-27,2022-03-17,purchase,Cindy_774,4900,Mine Ground,28.087554012754158,52.37581272016169,59.95032029247146,63.11954576702968,65.18700713678119,45.156181736056325,49.903922043124105
2022-04-23,2022-05-06,purchase,Kathryn_885,4900,Mine Ground,29.666285311392617,60.69886572056155,25.39870002861464,51.58705196183194,34.653102210206335,58.669782808467005,45.77093021821534
2022-05-01,2022-05-04,purchase,Amanda_735,900,Mine Ground,34.51356824416619,53.9201988420425,28.94905665160704,54.29587132486133,29.81499860960236,62.02243338171657,42.16849048748619
2022-01-27,2022-02-14,purchase,Marvin_523,900,Mine Ground,35.88380464770488,57.99999102773033,28.06762918008448,47.239645259880994,30.660428398987293,59.87574689468806,37.80473607371405
2022-03-14,2022-03-28,purchase,Glenn_465,4900,Mine Ground,13.154372085518158,50.34375625668656,67.10623190031735,55.33594841329362,57.29700105952914,34.35523675360207,53.94238460551399
2022-04-18,2022-04-24,purchase,Michael_425,900,Mine Ground,27.70950289211706,42.67102282350904,23.264662954891318,52.32764622104837,68.58705451651886,27.50295948076972,44.10682473928833
2022-02-24,2022-03-06,purchase,Karen_821,4900,Mine Ground,33.41875697327784,50.297455170230286,31.207664286003887,54.85065952793639,58.47224191452154,28.237755876020245,45.6187229888048
2022-02-11,2022-03-03,purchase,Nicole_925,19900,Mine Ground,30.700125967662164,61.34146068691478,34.690693490964264,71.47012596209386,29.40856961104138,58.09800612050453,55.82265900868066
2022-03-23,2022-04-10,purchase,Kimberly_675,900,Mine Ground,29.701993313453432,62.75302471672768,17.47076615926959,47.82776987864103,32.69473589128006,51.83648237889668,38.36358435890694
2022-05-05,2022-05-24,purchase,Kimberly_374,900,Mine Ground,15.872594153168288,43.19744785889939,51.4158581810437,54.87017295550589,57.56443834860784,24.484562834095563,51.352711596029394
2022-03-10,2022-03-30,purchase,Thomas_124,4900,Mine Ground,36.8409885427925,53.37372546584479,15.7241851597452,39.803477195212544,64.30901163723806,29.353177199067392,45.83779797095598
2022-03-11,2022-03-19,purchase,Daniel_197,9900,Mine Ground,17.46730924232782,51.25883033759712,54.70487599531482,61.64621430167082,70.22587791358657,43.47864378010298,51.28888167980818
2022-01-16,2022-01-19,purchase,Erika_729,4900,Mine Ground,32.51927620364157,37.94582901195169,21.870981019712463,56.08888813941101,33.689844537485655,71.43692023821338,41.44955590325635
2022-04-01,2022-04-02,purchase,William_010,19900,Mine Ground,24.194017178308016,54.58013084383938,7.757783285023191,56.30380492801759,71.91508091751092,41.62179465053128,43.84017799498464
2022-01-11,2022-01-12,purchase,Ellen_536,49900,Mine Ground,24.53581081887723,54.884303717394985,47.77683924200012,64.02237823436403,80.45650163769885,40.88778654185239,40.520826889904086
2022-04-28,2022-05-01,purchase,Kevin_160,900,Mine Ground,34.86428806952993,58.72586163830707,30.46233750626714,48.11760150686801,62.5055402931784,36.028202852789846,61.058265733783486
2022-02-01,2022-02-10,purchase,Jennifer_361,9900,Mine Ground,23.653484726432115,52.51251059244856,53.404881588547326,57.85555862158815,61.86635784604443,40.87278430235077,43.43532434002485
2022-01-03,2022-01-06,purchase,Russell_091,4900,Mine Ground,26.676020828078418,57.45414086486195,22.97736332930624,43.32453990431702,60.27234718391739,22.83650998009939,47.5043325071136
2022-05-10,2022-05-22,purchase,Jennifer_659,900,Mine Ground,26.90301315258199,43.440943873628285,16.62800590649934,49.8466495927489,68.88280069568464,22.39843421013721,51.92978184777321
2022-03-23,2022-03-27,purchase,Kathleen_926,4900,Mine Ground,32.30488986009671,56.38853503721629,61.34903556344808,69.28554652559875,62.90232505735715,41.87128672009443,41.603017870397366
2022-04-22,2022-05-07,purchase,Carol_207,4900,Mine Ground,31.04115357468833,60.65791309368845,35.47554549438296,52.53917500401722,23.162262300426985,62.659225956870486,46.527749054269385
2022-02-24,2022-03-16,purchase,Richard_964,19900,Mine Ground,34.76613215728302,65.6200851999648,10.123379748881336,44.9338924132288,73.35124926723047,39.519826199175306,43.29380728339634
2022-02-10,2022-02-24,purchase,Thomas_961,19900,Mine Ground,16.709824380987552,53.06268521258493,30.54201570086175,48.53324562714688,36.027330193552615,58.06013003062324,45.18598585955826
2022-04-30,2022-05-19,purchase,Debra_120,4900,Mine Ground,31.41429308546533,36.99489821157316,27.823706548195343,62.489448156771424,32.89040147561862,43.732456167681406,41.8132376819886
2022-02-08,2022-02-19,purchase,Maria_660,9900,Mine Ground,29.797109659989182,37.025810237362016,24.87173069159684,55.42679166589004,60.451314498265845,27.830388341604262,55.10909255081915
2022-04-30,2022-05-05,purchase,Melinda_927,9900,Mine Ground,24.78413613626032,41.73203483811409,52.79536553654019,76.81971986858717,64.77718262674149,37.15768902881691,50.24079590822191
2022-04-27,2022-05-13,purchase,Thomas_718,49900,Mine Ground,33.52699387581807,43.788526699031,44.72627829567373,60.78577512609563,61.00077009568607,39.21003221340509,40.79674976045381
2022-03-14,2022-03-16,purchase,Howard_929,29900,Mine Ground,21.37437876283372,56.36816417794491,56.52182262975123,74.94793548486106,57.816779027811705,26.62772742306111,44.215340247589936
2022-02-12,2022-03-01,purchase,Jon_577,900,Mine Ground,38.72876613777186,55.07897798013345,20.32981939036792,32.09743443906852,59.47235532384902,26.838508662678056,44.3790342800527
2022-04-12,2022-04-28,purchase,Jennifer_402,900,Mine Ground,12.457541374355664,44.74511167242248,12.959804642533296,46.68111240157535,65.74936627503374,42.10444963688288,64.52938801624543
2022-02-20,2022-02-28,purchase,Amy_811,4900,Mine Ground,29.474406834608228,61.94599829816982,14.4095151120064,51.57232250950233,53.16701026455975,39.17280797716834,53.68956785103892
2022-03-09,2022-03-21,purchase,Chelsea_810,4900,Mine Ground,10.168272538450736,47.84000917625469,57.70686700759416,65.79089522280887,63.68764456907747,33.91307451170811,40.57960758035467
2022-03-29,2022-03-31,purchase,Morgan_461,4900,Mine Ground,12.705573971075,46.11434653676622,24.95505987387444,52.95248808261231,56.91480583930053,27.5299266842004,54.9189060431492
2022-01-03,2022-01-15,purchase,Linda_486,9900,Mine Ground,12.26277427602516,46.17926113969122,21.10838007739776,50.09893704357005,69.37608174219609,25.15355543389724,46.19531420562181
2022-04-15,2022-04-24,purchase,William_922,9900,Mine Ground,24.758357935127645,49.80124147317127,40.54757162972239,61.319508367936464,22.447962126740077,52.85537649515045,51.84750510060099
2022-01-20,2022-01-28,purchase,Robert_286,49900,Mine Ground,30.793512455809605,58.67162092878219,27.15818593240149,48.82266576170673,61.354411442837694,35.37444677549141,43.24038289992055
2022-05-09,2022-05-29,purchase,Brenda_073,4900,Mine Ground,15.700641990579012,45.841011605958826,27.3540458819029,51.02301926809492,32.723451470022674,71.5147110446395,45.92063029840048
2022-04-12,2022-04-23,purchase,Isaac_100,19900,Mine Ground,29.88320281605588,64.90757032187454,57.42542576458687,67.15029293407429,63.40315349001565,28.97186873779423,36.709984227929766
2022-02-22,2022-03-03,purchase,Joseph_974,9900,Mine Ground,29.54663921763807,51.8767015606417,49.98288943867354,56.60781686396339,67.14008605075215,38.399717404740656,24.31126631235952
2022-05-11,2022-05-29,purchase,Judy_523,9900,Mine Ground,35.95275579621565,50.79813823595379,58.17562868119124,68.08253700490303,58.72615695381375,19.369541474301027,41.09402336618142
2022-02-25,2022-02-27,purchase,Belinda_624,19900,Mine Ground,10.778932747955771,49.82999983683242,57.25413267417854,66.40063138899559,65.56674251093949,39.22393721376136,47.07145381790987
2022-01-25,2022-01-31,purchase,Lydia_137,4900,Mine Ground,29.54063763098365,56.245935930008784,56.48606410350031,79.34526990221268,72.54684142389098,32.306369102718854,49.54521574779416
2022-02-26,2022-03-03,purchase,Anita_206,900,Mine Ground,15.634346779783236,49.25958229185687,22.96394365949308,43.33723743551563,27.675533001137985,59.98006958467323,44.74077551446515
2022-05-11,2022-05-15,purchase,Cindy_062,19900,Mine Ground,28.4596800910121,46.72814887176559,30.543847644715772,37.666115954346935,68.04236215115519,20.596976548600548,49.25735479883695
2022-04-10,2022-04-23,purchase,Emily_343,4900,Mine Ground,13.877306971469269,40.48478115258038,52.9989418239338,64.7457715401248,63.68365923649133,32.821047771807244,49.962607644527175
2022-01-24,2022-01-28,purchase,Robert_330,4900,Mine Ground,29.63751685151709,58.0521083469597,53.6028208554586,60.87262506338831,56.48450535087672,35.412673654635896,51.37774277206608
2022-05-01,2022-05-14,purchase,Rebekah_557,4900,Mine Ground,24.287724529866978,55.48269110803327,37.20966513724796,58.77398828063397,42.84772243178516,57.60728150025744,45.91936895183741
2022-01-06,2022-01-19,purchase,Alyssa_943,9900,Mine Ground,32.02485166961405,60.63266187245695,31.38721173047682,58.64283620432768,28.56300068031778,64.04567946614685,55.43964695902661
2022-03-08,2022-03-13,purchase,Sherri_014,900,Mine Ground,26.469804368208383,44.86954484237616,53.11829137763259,68.6461229326994,63.56688725335408,40.82715808555596,35.76139248670369
2022-02-22,2022-03-06,purchase,Daniel_987,29900,Mine Ground,29.19948141176516,42.043078674513104,25.771906618494725,44.82170604552044,67.10132798548855,17.455838353484516,57.93540171092844
2022-03-05,2022-03-19,purchase,Jamie_818,49900,Mine Ground,30.975302871288832,38.64364138228518,26.627196629871765,63.53522162963287,34.629530493391464,62.57290290755059,40.83392571558032
2022-01-18,2022-02-06,purchase,Gregory_739,900,Mine Ground,12.99048216349039,45.41232783125712,29.073238383837964,52.68712291578096,19.94100142163302,56.78206733087358,42.82447483693072
2022-02-01,2022-02-12,purchase,Kathy_315,19900,Mine Ground,26.223619448444754,56.41141628367115,17.903424584919556,45.41421243369878,70.72941529056504,33.13843779769616,48.791795439694745
2022-01-22,2022-01-26,purchase,Catherine_811,900,Mine Ground,16.13877600418622,51.16146171561976,20.35492066612021,43.25846600805147,66.9161400804351,24.20789421202171,50.20436853963772
2022-01-06,2022-01-22,purchase,Natalie_993,4900,Mine Ground,32.704415578054906,51.67661830147987,50.203826687568494,65.90731650834029,70.14573286481674,34.92720431737133,54.03439696758252
2022-03-29,2022-03-30,purchase,Norma_421,4900,Mine Ground,30.30897666630213,62.10380027214538,13.665533711821416,44.51992575010464,66.57709594059469,23.872668354027905,48.43159206692594
2022-01-29,2022-02-13,purchase,Zoe_638,4900,Mine Ground,19.373691935291568,47.25473175271123,30.246467194549915,51.30307589201511,34.79311200627145,47.56897535987552,46.14785414028282
2022-02-09,2022-02-24,purchase,Debbie_871,900,Mine Ground,34.45793262963867,64.01335092133706,66.1948667607034,63.8797711507626,58.06405655580406,37.70908174160474,43.88071657430782
2022-01-10,2022-01-29,purchase,Brian_964,900,Mine Ground,26.1805845103249,61.31620060472193,29.04486190982042,45.964917212401474,70.43454606007835,29.441773198223647,46.18833071125016
2022-05-10,2022-05-25,purchase,Latasha_692,900,Mine Ground,27.314399051710048,45.688457686385824,42.28410178838141,56.23921186608719,39.92516804600809,51.50469655915683,37.20291971613325
2022-03-12,2022-03-15,purchase,Roger_236,19900,Mine Ground,32.148396637834594,44.69548626358412,28.037353490412563,50.590685032742826,36.927688264793055,63.66928050776848,37.68079992174143
2022-01-21,2022-01-22,purchase,Eddie_094,9900,Mine Ground,17.82412551499346,50.08582716752981,50.35327135962995,74.75259770807712,67.99623440044941,38.403891616143646,43.700043893006686
2022-04-10,2022-04-15,purchase,Tiffany_651,29900,Mine Ground,34.30401309357382,63.337925304651,61.25998294478933,65.5360277185955,66.5791879949032,29.87045808567029,41.97023448242049
2022-02-26,2022-03-08,purchase,Jennifer_488,4900,Mine Ground,33.234644391084984,63.16625231394468,35.08448563847915,58.34996101904908,28.604515037607158,56.100745382995264,39.912422389998696
2022-04-18,2022-04-22,purchase,Renee_003,4900,Mine Ground,25.983812267283927,55.24832804868273,25.34990859292743,59.422209774035096,35.740621892634096,65.60984540074968,58.41563206222106
2022-02-23,2022-03-06,purchase,Melissa_886,9900,Mine Ground,7.867982751282011,51.41226274625247,32.376494804583274,49.75174043369556,34.697656776311106,49.09828048876528,49.840682904535534
2022-01-02,2022-01-15,purchase,Shane_908,9900,Mine Ground,19.459457871674708,43.75583387599784,66.66830985523264,69.3364135918042,69.53569615629908,38.354696906728286,35.16108589176564
2022-01-29,2022-02-02,purchase,Tammy_039,900,Mine Ground,33.28005226452072,55.13408219288115,18.771513754671226,45.43249810957702,65.32336026341554,33.758940742910255,48.15472893564706
2022-05-05,2022-05-13,purchase,Zachary_257,4900,Mine Ground,28.49813272232257,37.85615574496527,35.93412384002232,61.76835755495067,42.18114115283295,67.21603796891904,37.23418539294894
2022-02-12,2022-02-13,purchase,Kathleen_967,9900,Mine Ground,28.53631912923723,59.84485738031796,58.092181675204586,60.89313580616951,69.74310877098344,41.91957293385721,42.34212610893248
2022-05-02,2022-05-07,purchase,Anne_469,900,Mine Ground,36.890453652269606,32.82006748910574,55.25985649722934,65.48310905711288,55.91424064678437,28.60728645938175,49.61712733799284
2022-04-01,2022-04-19,purchase,Jennifer_705,49900,Mine Ground,34.058137734856324,58.480787930543485,30.22999133042037,53.81388521024713,29.909167105103307,55.95739652716799,37.472755259573816
2022-04-07,2022-04-18,purchase,Brenda_672,9900,Mine Ground,12.266231522398217,43.08307238045694,19.53214126181117,45.6776296232334,64.22453864098051,31.964741589720717,47.91517906614502
2022-01-25,2022-02-10,purchase,Charles_820,9900,Mine Ground,12.058434510838984,47.68978926742932,26.51532499162573,66.92785052860171,28.129161299717616,55.15888293649186,49.13188182740979
2022-01-22,2022-01-24,purchase,Andrew_743,9900,Mine Ground,35.26393842251829,42.9540387997972,62.3766906355249,70.53735661984298,73.4332500379841,32.631264928550095,40.538146144174775
2022-03-19,2022-03-28,purchase,Miranda_190,900,Mine Ground,33.60859232206016,59.042958353236365,48.365002511079936,75.54244788932185,64.39373936930318,40.78573360223734,44.63323072057801
2022-01-19,2022-01-28,purchase,Jaclyn_971,19900,Mine Ground,35.058484800260004,59.85335205265526,23.44942760734436,45.63918708978682,72.23911659371453,26.948504554520404,46.75918394216244
2022-03-10,2022-03-28,purchase,Joseph_602,900,Mine Ground,31.27116786913376,33.13547135346806,29.27504946879059,56.259677708142725,31.83243190687981,65.07169128576855,44.18918228485388
2022-04-22,2022-05-12,purchase,Rita_177,9900,Mine Ground,26.03663789486485,53.67174057404284,32.93343103684097,63.34375365831448,39.66433706684037,60.04060294315183,44.29713948191327
2022-02-28,2022-03-20,purchase,Amy_152,4900,Mine Ground,33.44707098831817,64.35803806549319,23.272888494354486,43.0731461854344,71.70256599399832,29.28916172467384,44.24004582396844
2022-04-11,2022-05-01,purchase,Grant_874,900,Mine Ground,17.28608444458735,52.849204905885,22.76231126879888,46.04838376172284,72.6658529614469,37.754087306676766,47.21412490204742
2022-03-29,2022-04-16,purchase,Amanda_500,4900,Mine Ground,30.633821377444665,41.843738961060815,54.93229395563207,60.68758594622943,72.04028208960143,37.539971442864186,39.84235010387896
2022-02-28,2022-03-15,purchase,Stacey_577,4900,Mine Ground,30.649822788435092,60.51675509258629,51.99069219468751,62.928962682366304,57.36732337868455,39.320699752900005,32.61524995532825
2022-02-21,2022-02-27,purchase,Patricia_543,9900,Mine Ground,27.994635906203328,56.02549857201093,34.26004228386548,54.34400612871055,21.384987974496116,56.09430284946708,45.56803189743357
